locus_tag	acronym	geneProduct	genePublication
MtrunA17Chr1g0175511	MtNCR787	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr1g0175561	MtRIP4	peroxidase	PMID:27375649
MtrunA17Chr1g0176051	MtFAR2	fatty acyl-CoA reductase|Suberin biosynthesis	PMID:25922487
MtrunA17Chr1g0176091	MtSDG10	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr1g0176371	MtECL1	Egg Cell1-Like	PMID:29030416
MtrunA17Chr1g0176381	MtECL2	Egg Cell1-Like	PMID:29030416
MtrunA17Chr1g0176421	MtCDPK10	calcium-dependent protein kinase10	PMID:30129677
MtrunA17Chr1g0176531	MtNCR198	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr1g0176751	MtCDPK9	calcium-dependent protein kinase9	PMID:30129677
MtrunA17Chr1g0176831	MtCYP76X15	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0176911	MtLAT52/POE_34	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr1g0177091	MtNF-YA1	nuclear factor Y subunit A1	PMID:17114582
MtrunA17Chr1g0177171	MtBG39	"beta-1,3-Glucanase 39"	PMID:30416059
MtrunA17Chr1g0177261	MtPUB2	Plant U-box protein 2 (different from MtPUB2 PMID: 29440269)	PMID:28771553
MtrunA17Chr1g0177271	MtPUB3	Plant U-box protein 3	PMID:28771553
MtrunA17Chr1g0177281	MtPUB4	Plant U-box protein 4	PMID:28771553
MtrunA17Chr1g0177301	MtPUB5	Plant U-box protein 5	PMID:28771553
MtrunA17Chr1g0177331	MtPCY10|MtSC3	Plantacyanin/Chemocyanin|stellacyanin 3	PMID:29030416|PMID:30649463
MtrunA17Chr1g0177341	MtSC4	stellacyanin 4	PMID:30649463
MtrunA17Chr1g0177391	MtLOG3	cytokinin biosynthesis	PMID:25804975
MtrunA17Chr1g0177751	MtBELL1-3	BEL-Like homeodomain protein	PMID:33419376
MtrunA17Chr1g0177901	MtMYB109	Myeloblastosis (MYB) transcription factor 109	PMID:31188936
MtrunA17Chr1g0178971	MtCYP94C10	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0179081	MtDCL2b	Dicer-like 2b	PMID:26825594
MtrunA17Chr1g0179191	MtGT-3	trihelix transcription factor (GT) 3	PMID:33238556
MtrunA17Chr1g0179241	MtNCR113	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr1g0179261	MtNCR207	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr1g0179271	MtPSK5	Phytosulfokine	PMID:29030416
MtrunA17Chr1g0179341	MtROS1	REPRESSOR OF SILENCING 1	PMID:27797357
MtrunA17Chr1g0179561	MtGT-4	trihelix transcription factor (GT) 4	PMID:33238556
MtrunA17Chr1g0179591	MtLMI1a	Late Meristem Identity 1a	PMID:34618141
MtrunA17Chr1g0179811	MtCYP97C10	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0180121	MtPR5	"thaumatin-like protein (TC100682, SA-responsive)"	PMID:17249425
MtrunA17Chr1g0180241	MtN6	Mtnodulin 6 (AJ133118 GENBANK)	PMID:8634479
MtrunA17Chr1g0180351	MtNCR536	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr1g0180391	MtMYB110	Myeloblastosis (MYB) transcription factor 110	PMID:31188936
MtrunA17Chr1g0180601	MtABAB2	ATP-Binding-Cassette (ABC) transporter typeB (P-glycoprotein (MDR/PGP/ABCB) efflux/conditional auxin transporter)	PMID:26228273
MtrunA17Chr1g0180861	MtRTFL/DVL_2	Rotundifolia/Devil	PMID:29030416
MtrunA17Chr1g0180911	MtTCP11	"TEOSINTE BRANCHED1 (TB1), CYCLOIDEA (CYC), PROLIFERATING CELL FACTORS 1&2 (PCF1  & 2) family"	PMID:29942322
MtrunA17Chr1g0181091	MtPAL|MtPAL2	"Phenylalanine Ammonia Lyase (defense response-activated,TC106667)"	PMID:24916161|PMID:17249425|PMID:30026291
MtrunA17Chr1g0181121	MtCNGC15a	cyclic nucleotide-gated channel	PMID:27230377
MtrunA17Chr1g0181131	MtLOG2	cytokinin biosynthesis	PMID:24443934
MtrunA17Chr1g0181381	MtJKD	JACKDAW  (Zinc finger protein)	PMID:33299183|PMID:24483147
MtrunA17Chr1g0181431	MtPrx56	peroxidase	PMID:27375649
MtrunA17Chr1g0181791	TOP6A	DNA topoisomerase 6 subunit A (endoreduplication control)	
MtrunA17Chr1g0181811	MtPRR1	pseudo response regulator (clock-RR) 1	PMID:31088345
MtrunA17Chr1g0181941	MtCAPE20	CAP-derived peptide 20	PMID:29030416
MtrunA17Chr1g0182864	MtCYP715A29	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0182991	MtYUC9	YUCCA 9	PMID:31543454
MtrunA17Chr1g0183311	MtJMJ4	Histone demethylase JmjC domain-containing	PMID:35161303
MtrunA17Chr1g0183321	MtSDG11	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr1g0183511	MtRIC1	ROP-interactive CRIB motif-containing protein 1	PMID:34236765
MtrunA17Chr1g0183621	MtCYP96J18	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0183641	MtSCL2	SCARECROW-Like 2 (GRAS transcription factor)	PMID:33299183
MtrunA17Chr1g0183781	MtPUB6	Plant U-box protein 6	PMID:28771553
MtrunA17Chr1g0183911	MtPT10	phosphate transporter	PMID:27375649
MtrunA17Chr1g0183921	MtPT11	phosphate transporter	PMID:27375649
MtrunA17Chr1g0184161	AtDMR6-like	DOWNY MILDEW RESISTANCE6-like	PMID:25527707
MtrunA17Chr1g0184191	MtATG9b	Autophagy related gene	PMID:34824334
MtrunA17Chr1g0184411	MtSubIn2	Subtilisin inhibitor	PMID:29030416
MtrunA17Chr1g0184421	MtCYP94A14	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0184461	MtCYP94A53	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0184471	MtCYP94A54	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0184561	MtH1.1	Histone H1	PMID:35817824
MtrunA17Chr1g0184661	MtH1.2	Histone H1	PMID:35817824
MtrunA17Chr1g0184911	MtD27	MtDWARF27 (beta carotene isomerase|strigolactone biosynthesis)	PMID:22039214
MtrunA17Chr1g0185111	MtJMJ5	Histone demethylase JmjC domain-containing	PMID:35161303
MtrunA17Chr1g0185231	MtSULTR3.1	sulfate transporter	PMID:22535379
MtrunA17Chr1g0185311	MtnsLTP113	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr1g0185321	MtnsLTP55	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr1g0185371	MtNCR126	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr1g0185381	MtNCR110	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr1g0185451	MtNCR346a	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr1g0185501	MtFIE.3	FERTILIZATION-INDEPENDENT ENDOSPERM (Polycomb group PcG protein)	PMID:34299158
MtrunA17Chr1g0185541	MtPCY1|MtSC1	Plantacyanin/Chemocyanin|stellacyanin 1	PMID:29030416|PMID:30649463
MtrunA17Chr1g0185621	MtTT8	TRANSPARENT TESTA 8 (KM892777)	PMID:26725247
MtrunA17Chr1g0185751	MtIPT3	isopentenyl transferase	PMID:26351356|PMID:29593763
MtrunA17Chr1g0185841	MtleguminB	"(TC85214, seed storage protein)"	PMID:17848586
MtrunA17Chr1g0185911	MtNF-YB9	nuclear factor Y subunit B9	PMID:22939172
MtrunA17Chr1g0186061	MtMYB111	Myeloblastosis (MYB) transcription factor 111	PMID:31188936
MtrunA17Chr1g0186251	MtNCR124	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr1g0186401	MtIDA29	Inflorescence Deficient in Abscission	PMID:29030416
MtrunA17Chr1g0186431	MtETR4	ethylene receptor-like 4	PMID:31088345
MtrunA17Chr1g0186741	MtERF1	"ethylene response factor 1 (TC105911, LjERF1-like)"	PMID:17249425
MtrunA17Chr1g0186761	MtN8|MtLP14	Mtnodulin 8|LEED..PEED family 	PMID:8634481|PMID:29030416
MtrunA17Chr1g0186781	MtLP15	LEED..PEED family	PMID:29030416
MtrunA17Chr1g0186801	MtNCR537	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr1g0186821	MtPT5	phosphate transporter	PMID:27375649
MtrunA17Chr1g0186831	MtPT7	phosphate transporter	PMID:27375649
MtrunA17Chr1g0186891	MtNCR587	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr1g0187161	MtSubIn3	Subtilisin inhibitor	PMID:29030416
MtrunA17Chr1g0187201	MtSubIn4	Subtilisin inhibitor	PMID:29030416
MtrunA17Chr1g0187221	MtSubIn5	Subtilisin inhibitor	PMID:29030416
MtrunA17Chr1g0187241	MtNPF5.13	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr1g0187294	MtNCR395	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr1g0187381	MtPHO1.2	Phosphate transporter1.1 (export)	PMID:33631809
MtrunA17Chr1g0187761	MtMYB010	Myeloblastosis (MYB) transcription factor 10	PMID:31188936
MtrunA17Chr1g0187961	AtSHY2-like	"suppressor of HY2-like (Auxin-responsive protein IAA3, in situ hybridization PMID 24483147)"	PMID:24483147
MtrunA17Chr1g0188041	MtPUB7	Plant U-box protein 7	PMID:28771553
MtrunA17Chr1g0188051	MtKCS2	3-ketoacyl-CoA synthase (suberin biosynthesis)	PMID:25922487
MtrunA17Chr1g0188171	MtCML10	Calmodulin-like 10	PMID:32992668
MtrunA17Chr1g0188431	MtPrx19	peroxidase	PMID:27375649
MtrunA17Chr1g0188461	MtSDG12	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr1g0188861	MtLHL3	LONESOME HIGHWAY LIKE 3  (bHLH transcription factor)	PMID:33299183
MtrunA17Chr1g0188981	MtENODL2|MtPCY76	ENOD-like 2|Plantacyanin/Chemocyanin	PMID:30649463|PMID:29030416
MtrunA17Chr1g0189011	MtYSL1	Yellow Stripe-Like1 (metal transporter)	PMID:32841350
MtrunA17Chr1g0189211	MtJMJ6	Histone demethylase JmjC domain-containing	PMID:35161303
MtrunA17Chr1g0189411	MtMEG2	Maternally Expressed Gene	PMID:29030416
MtrunA17Chr1g0189811	MtPUB8	Plant U-box protein 8	PMID:28771553
MtrunA17Chr1g0189851	secret agent	secret agent (constitutive expression marker)	PMID:28592666
MtrunA17Chr1g0190021	MtETR5	ethylene receptor-like 5	PMID:31088345
MtrunA17Chr1g0190301	MtPHR2	PHOSPHATE STARVATION RESPONSE2 	PMID:34469578
MtrunA17Chr1g0190311	MtSDG13	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr1g0190481	MtGIF1	GRF-INTERACTING FACTOR1	PMID:27791139
MtrunA17Chr1g0190491	MtIDA31	Inflorescence Deficient in Abscission	PMID:29030416
MtrunA17Chr1g0190561	MtH1.3	Histone H1	PMID:35817824
MtrunA17Chr1g0190651	MtPR4	"pathogenesis-related protein 4, SA-inducible"	"PMID:25527707,PMID:31025899"
MtrunA17Chr1g0190671	MtHEL-2	"hevein-like protein 2 (TC94004, Ethylene pathway)"	PMID:17249425
MtrunA17Chr1g0190821	MtN26-2	Nodulin26	PMID:29030416
MtrunA17Chr1g0190851	MtGT-5	trihelix transcription factor (GT) 5	PMID:33238556
MtrunA17Chr1g0190941	MtZDS	zeta-carotene desaturase (carotenoid biosynthesis)	PMID:25527707
MtrunA17Chr1g0191141	CLSY-like4	CLASSY-like 4 (putative chromatin remodelling factor)	
MtrunA17Chr1g0191201	MtGA20ox2	Gibberellin 20 oxidase (gibberellin biosynthesis)	PMID:30976084
MtrunA17Chr1g0191351	MtHPT2	Histidine PhosphoTransfer protein 2	PMID:17028204
MtrunA17Chr1g0191361	MtATG18h	Autophagy related gene	PMID:34824334
MtrunA17Chr1g0191531	MtNHX6	sodium-proton exchanger 6 (XP_003591064.2 )	PMID:26725247
MtrunA17Chr1g0191641	MtNCR108	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr1g0191681	MtNF-YC1	nuclear factor Y subunit C1	PMID:22939172
MtrunA17Chr1g0191961	MtCycH1-1	Cyclin H type (rhizobium-induced)	PMID:33228084
MtrunA17Chr1g0191981	MtNF-YB11	nuclear factor Y subunit B11	PMID:22939172
MtrunA17Chr1g0192011	MtJMJ7	Histone demethylase JmjC domain-containing	PMID:35161303
MtrunA17Chr1g0192071	MtFLOT6	Flotillin 6 (AW574030)	PMID:20018678
MtrunA17Chr1g0192081	MtATG18a	Autophagy related gene	PMID:34824334
MtrunA17Chr1g0192121	MtRbohA	RESPIRATORY BURST OXIDASE HOMOLOG A	PMID:25192698
MtrunA17Chr1g0192401	MtPLD15	phospholipase D15	PMID:35095980
MtrunA17Chr1g0192411	MtMYB076	Myeloblastosis (MYB) transcription factor 76	PMID:31188936
MtrunA17Chr1g0192431	MtTPR3	Topless related 3	PMID:24585835
MtrunA17Chr1g0192781	MtNAS1	nicotianamide synthase	DOI:10.3389/fpls.2015.01133
MtrunA17Chr1g0192791	MtKNOX8	KNOX transcription factor	PMID:26351356
MtrunA17Chr1g0193031	MtGolS2	GALACTINOL SYNTHASE 2	PMID:34528312
MtrunA17Chr1g0193371	MtMYB057	Myeloblastosis (MYB) transcription factor 57	PMID:31188936
MtrunA17Chr1g0193391	MtNPF4.10	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr1g0193441	MtPhyA	phytochrome  A	PMID:33631796|PMID:34528312
MtrunA17Chr1g0193801	MtMYB058	Myeloblastosis (MYB) transcription factor 58	PMID:31188936
MtrunA17Chr1g0193811	MtCYP709B4	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0193871	MtMYB078	Myeloblastosis (MYB) transcription factor 78	PMID:31188936
MtrunA17Chr1g0193991	MtABAB3	ATP-Binding-Cassette (ABC) transporter typeB (P-glycoprotein (MDR/PGP/ABCB) efflux/conditional auxin transporter)	PMID:26228273
MtrunA17Chr1g0194031	MtABAB4	ATP-Binding-Cassette (ABC) transporter typeB (P-glycoprotein (MDR/PGP/ABCB) efflux/conditional auxin transporter)	PMID:26228273
MtrunA17Chr1g0194121	MtSPL1	SQUAMOSA Promoter Binding Protein-Like	PMID:31277566
MtrunA17Chr1g0194141	MtATG8f	Autophagy related gene	PMID:34824334
MtrunA17Chr1g0194151	MtPrx65	peroxidase	PMID:27375649
MtrunA17Chr1g0194271	MtPrx87	peroxidase	PMID:27375649
MtrunA17Chr1g0194291	MtMYB61|MtMYB089	MYB family transcription factor	PMID:27578551|PMID:31188936
MtrunA17Chr1g0194301	MtEMA1|MtMYB3|MtMYB090	Emission of methyl anthranilate 1|MYB family transcription factor 3	PMID:31009122|PMID:27578551|PMID:31188936
MtrunA17Chr1g0194321	MtGA2OX6|MtGA2ox7	GIBBERELLIN 2-OXIDASE 6 |Gibberellin C20-GA2-oxidase 7  (GA inactivation)	PMID:25527707|PMID:30976084
MtrunA17Chr1g0194631	MtSWN|MtSDG14	SWINGER (Polycomb group protein)|Histone methyltransferase SDG subfamily	PMID:33631796|PMID:34299158|PMID:35161303
MtrunA17Chr1g0194741	MtHK4	histidine kinase 4 (no CHASE domain)	PMID:31088345
MtrunA17Chr1g0195171	MtLAT52/POE_4	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr1g0195181	MtLAT52/POE_5	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr1g0195201	MtLAT52/POE_6	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr1g0195841	MtATG18d	Autophagy related gene	PMID:34824334
MtrunA17Chr1g0195851	MtCbf4|MtNF-YB6	CAAT-box transcription factor 4|nuclear factor Y subunit B6	PMID:20003073|PMID:22939172
MtrunA17Chr1g0195871	MtMTP6	Metal Tolerance Protein 6	DOI:10.3389/fpls.2018.00990
MtrunA17Chr1g0195971	Glutaredoxin-9	Glutaredoxin family protein	
MtrunA17Chr1g0195981	MtCEPD1	CEP (C-terminally encoded peptide) downstream 1	PMID:30787350
MtrunA17Chr1g0195991	MtCEPD2	CEP (C-terminally encoded peptide) downstream 2	PMID:30787350
MtrunA17Chr1g0196001	EFR-like	EFTu receptor	
MtrunA17Chr1g0196061	TIR1-like	TRANSPORT INHIBITOR RESPONSE 1|auxin-receptor 	
MtrunA17Chr1g0196261	MtVpyl	Vapyrin-like	PMID:19912567
MtrunA17Chr1g0196311	MtGID1B	GA INSENSITIVE DWARF1B 	PMID:25527707
MtrunA17Chr1g0196361	MtHPT3	Histidine PhosphoTransfer protein 3	PMID:31088345
MtrunA17Chr1g0196371	MtATG18g	Autophagy related gene	PMID:34824334
MtrunA17Chr1g0196501	ABP1 	auxin binding protein 1	
MtrunA17Chr1g0196801	MtENODL3|MtPCY48	ENOD-like 3|Plantacyanin/Chemocyanin 48	PMID:30649463|PMID:29030416
MtrunA17Chr1g0196821	MtEMF2	EMBRYONIC FLOWER2 (Polycomb group PcG protein)	PMID:34299158
MtrunA17Chr1g0196911	MtLIN|MtPUB9	lumpy infections|Plant U-box protein 9	PMID:19776163|PMID:28771553
MtrunA17Chr1g0197421	MtJMJ8	Histone demethylase JmjC domain-containing	PMID:35161303
MtrunA17Chr1g0197491	MtRPG	Rhizobium-directed polar growth 	PMID:18621693
MtrunA17Chr1g0197501	MtLb3	 leghemoglobin3	PMID:32003030|PMID:32442331
MtrunA17Chr1g0197531	MtLb8|MtLb4	 leghemoglobin8	PMID:32003030|PMID:32442331
MtrunA17Chr1g0197551	MtFIE.4	FERTILIZATION-INDEPENDENT ENDOSPERM (Polycomb group PcG protein)	PMID:34299158
MtrunA17Chr1g0197591	MtHK3	histidine kinase 3 (no CHASE domain)	PMID:31088345
MtrunA17Chr1g0197731	MtGINT1	GLUCOSAMINE INOSITOL PHOSPHORYLCERAMIDE TRANSFERASE1	PMID:33857428
MtrunA17Chr1g0197771	MtLEC4	lectine 4 (TC77066)	PMID:14739349
MtrunA17Chr1g0197871	MtCYP76X13	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0197881	MtCYP76X14	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0197891	MtCYP76X2	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0198151	MtDME	DEMETER (DNA demethylase)	PMID:27797357
MtrunA17Chr1g0198171	MtGT-6	trihelix transcription factor (GT) 6	PMID:33238556
MtrunA17Chr1g0198191	MtCYP77A12	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0198371	MtNCR012	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr1g0198651	MtWIP6	WIP-domain protein 6 (Zinc finger protein)	PMID:33299183
MtrunA17Chr1g0198661	MtRAV1	Related to AB3/VP1 1	PMID:33845331
MtrunA17Chr1g0198731	MtRTFL/DVL_1	Rotundifolia/Devil	PMID:29030416
MtrunA17Chr1g0198771	MtLAR	Leucoanthocyanidin reductase E	PMID:25922487
MtrunA17Chr1g0198801	MtT5L1b	TMO5-LIKE1b (bHLH transcription factor)	PMID:33299183
MtrunA17Chr1g0198831	MtCLE18	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:29030416
MtrunA17Chr1g0198891	MtIDA5	Inflorescence Deficient in Abscission	PMID:29030416
MtrunA17Chr1g0198981	MtPUB10	Plant U-box protein 10	PMID:28771553
MtrunA17Chr1g0199031	MtPUB12	Plant U-box protein 12	PMID:28771553
MtrunA17Chr1g0199051	MtGT-7	trihelix transcription factor (GT) 7	PMID:33238556
MtrunA17Chr1g0199321	MtPUB13	Plant U-box protein 13	PMID:28771553
MtrunA17Chr1g0199341	MtIDA24	Inflorescence Deficient in Abscission	PMID:29030416
MtrunA17Chr1g0199511	MtJMJ9	Histone demethylase JmjC domain-containing	PMID:35161303
MtrunA17Chr1g0199551	MtPAL2	phenylalanine ammonia lyase 2	PMID:25527707
MtrunA17Chr1g0199571	MtSYT3	synaptotagmin 3	PMID:28265280
MtrunA17Chr1g0199681	MtARF1|MtARF16a	auxin response factor	PMID:25759704|PMID:25527707
MtrunA17Chr1g0199701	MtHAG3	Histone acetyltransferase of the GNAT family	PMID:35161303
MtrunA17Chr1g0200531	MtGASA4	Gibberellic Acid-Stimulated in Arabidopsis	PMID:29030416
MtrunA17Chr1g0200561	VND7-like	VASCULAR-RELATED NAC-DOMAIN7 (VND7)-like	
MtrunA17Chr1g0200601	MtCDPK4	calcium-dependent protein kinase4	PMID:30129677
MtrunA17Chr1g0200811	MtSUT1-1|MtSUT1.1 	sucrose transporter	PMID:27021190|PMID:31568488
MtrunA17Chr1g0200911	MtSERK	somatic embryogenesis receptor-like kinase (Brassinosteroid co-receptor)	PMID:28839160
MtrunA17Chr1g0200951	MtCYP78A124	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0200961	MtCYP76Y14	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0201291	MtnsLTP114	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr1g0201311	MtSDG15	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr1g0201621	MtSDG16	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr1g0201741	MtPCY25	Plantacyanin/Chemocyanin	PMID:29030416
MtrunA17Chr1g0201911	MtGT-8	trihelix transcription factor (GT) 8	PMID:33238556
MtrunA17Chr1g0201941	MtGT-9	trihelix transcription factor (GT) 9	PMID:33238556
MtrunA17Chr1g0201951	MtGT-10	trihelix transcription factor (GT) 10	PMID:33238556
MtrunA17Chr1g0202031	MtVTL1	Vacuolar iron Transporter-Like protein 1	PMID:32521047
MtrunA17Chr1g0202291	MtPK	Plastidic pyruvate kinase beta subunit 1	PMID:28596307
MtrunA17Chr1g0202761	MtMATE2	multidrug and toxic compound extrusion family	PMID:28052433
MtrunA17Chr1g0202971	MtPUB14	Plant U-box protein 14	PMID:28771553
MtrunA17Chr1g0203081	MtNLP4	NIN-like protein 4 (MtNLP3 |PMID:24987011)	PMID:30297831
MtrunA17Chr1g0203141	MtCYP715A26	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0203151	MtCYP715A27	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0203401	MtREM1.1	remorin 1.1 	PMID:17984200
MtrunA17Chr1g0203411	MtMYB042	Myeloblastosis (MYB) transcription factor 42	PMID:31188936
MtrunA17Chr1g0203441	MtMYB074	Myeloblastosis (MYB) transcription factor 74	PMID:31188936
MtrunA17Chr1g0203531	MtCLE05	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:29030416
MtrunA17Chr1g0203701	MtnsLTP4	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr1g0203731	MtnsLTP115	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr1g0203791	MtMATE58	multidrug and toxic compound extrusion family	PMID:28052433
MtrunA17Chr1g0203861	MtCBF4	C-REPEAT BINDING FACTOR 4	PMID:21718548
MtrunA17Chr1g0203881	MtCDPK	calcium-dependent protein kinase	PMID:22683509
MtrunA17Chr1g0203891	MtLYE2		Gough et al unpublished
MtrunA17Chr1g0204001	MtTCP19	"TEOSINTE BRANCHED1 (TB1), CYCLOIDEA (CYC), PROLIFERATING CELL FACTORS 1&2 (PCF1  & 2) family"	PMID:29942322
MtrunA17Chr1g0204011	MtPrx13	peroxidase	PMID:27375649
MtrunA17Chr1g0204111		AGAMOUS-like	PMID:33631796
MtrunA17Chr1g0204181	MtMSD1|MtGA20ox|MtGA20ox3	MAIN STEM DWARF1 (Gibberellin 20 oxidase|gibberellin biosynthesis)	PMID:34421956|PMID:27586842|PMID:30976084
MtrunA17Chr1g0204271	MtCYP704G9	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0204401	MtPLAT2	PLAT-domain  2	PMID:31061106
MtrunA17Chr1g0204781	MtBS1	BIG SEEDS1 (TIFY transcription regulator)	PMID:27791139
MtrunA17Chr1g0204791	MtEPFL2	Epidermal Patterning Factor-Like	PMID:29030416
MtrunA17Chr1g0204881	7SL RNA-3	7SL RNA	
MtrunA17Chr1g0204951	MtHAG4	Histone acetyltransferase of the GNAT family	PMID:35161303
MtrunA17Chr1g0204971	MtHAG5	Histone acetyltransferase of the GNAT family	PMID:35161303
MtrunA17Chr1g0205131	MtCYC3|MtTCP12	"CYCLOIDEA3|TEOSINTE BRANCHED1 (TB1), CYCLOIDEA (CYC), PROLIFERATING CELL FACTORS 1&2 (PCF1  & 2) family"	PMID:30108597|PMID:29942322
MtrunA17Chr1g0205171	MtnsLTP96	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr1g0205181	MtnsLTP56	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr1g0205191	MtnsLTP57	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr1g0205201	MtnsLTP58	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr1g0205331	MtPM25	late embryogenesis abundant (LEA) protein	PMID:16461389
MtrunA17Chr1g0205361	MtCYP76F76	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0205371	MtCYP76F77	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr1g0205671	MtSTP13_1|MtSTP2.1	sugar transport protein  (Hexose transporter)	PMID:32016431|PMID:31568488
MtrunA17Chr1g0205681	MtSTP13_2|MtSTP2.2 	sugar transport protein (Hexose transporter)	PMID:32016431|PMID:31568488
MtrunA17Chr1g0205691	MtSTP13|MtSTP13.2 	sugar transport protein (Hexose transporter)	PMID:32016431|PMID:31568488
MtrunA17Chr1g0205701	MtPCY39|MtSC2	Plantacyanin/Chemocyanin|stellacyanin 2	PMID:29030416|PMID:30649463
MtrunA17Chr1g0205721	MtCycT1-3	Cyclin T type	PMID:33228084
MtrunA17Chr1g0206111	MtBBPI16	Bowman-Birk peptidase Inhibitor	PMID:29030416
MtrunA17Chr1g0206931	MtPSK6	Phytosulfokine	PMID:29030416
MtrunA17Chr1g0207191	MtCLE28	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:28839170
MtrunA17Chr1g0207451	MtZPT2-2	Kruppel-like  zinc finger protein (TC86494)	PMID:17488237
MtrunA17Chr1g0207471	MtLBD1	LOB-like transcription factor 1	PMID:21150260
MtrunA17Chr1g0207611	MtGASA5	Gibberellic Acid-Stimulated in Arabidopsis	PMID:29030416
MtrunA17Chr1g0207811	MtHAG6	Histone acetyltransferase of the GNAT family	PMID:35161303
